Id,SalePrice
1659,129720.823
1660,147514.3057
1661,439920.012
1662,386978.1168
1663,397013.0552
1664,526429.5564
1665,342903.0354
1666,326424.6756
1667,382877.3499
1668,367608.4837
1669,322671.7692
1670,368383.9451
1671,273304.5282
1672,415340.9435
1673,294230.4364
1674,254154.5736
1675,215403.8291
1676,209176.2069
1677,216922.0526
1678,486816.7228
1679,391441.4381
1680,336451.739
1681,291965.2765
1682,322007.5644
1683,199630.1586
1684,172532.6306
1685,177147.1559
1686,166780.2155
1687,174346.4929
1688,184907.1465
1689,188671.7273
1690,189101.6164
1691,173711.1465
1692,180758.9092
1693,177475.0803
1694,176531.3882
1695,169159.5655
1696,252235.782
1697,176897.2501
1698,340367.2887
1699,321651.2612
1700,269417.4635
1701,288385.3632
1702,246831.264
1703,231281.8919
1704,275857.0319
1705,254192.6556
1706,219735.3837
1707,180758.9092
1708,211308.5926
1709,257428.8284
1710,232271.4249
1711,273235.7281
1712,252304.7776
1713,287117.9965
1714,233473.5549
1715,215480.9672
1716,181717.4617
1717,162854.5325
1718,143512.8351
1719,226090.7543
1720,238612.5884
1721,143734.3034
1722,113962.1526
1723,143635.9703
1724,200027.0704
1725,241321.367
1726,187735.4007
1727,151901.9421
1728,156883.2788
1729,174923.9242
1730,180758.9092
1731,119113.056
1732,122964.4615
1733,124654.9267
1734,126969.2081
1735,116961.3332
1736,106413.2571
1737,294881.5967
1738,258861.6124
1739,271193.3865
1740,215033.8474
1741,197317.9743
1742,175494.3845
1743,167277.7009
1744,338069.6678
1745,222325.4328
1746,213929.5459
1747,222111.6112
1748,222434.7924
1749,143222.7478
1750,143538.5574
1751,221975.1937
1752,120629.4728
1753,156494.2172
1754,202367.6855
1755,166045.5517
1756,125744.6672
1757,114683.6139
1758,144078.8018
1759,161578.8825
1760,154344.1571
1761,163540.2872
1762,196159.2165
1763,180512.8219
1764,109957.765
1765,193991.9202
1766,184090.7311
1767,220120.4758
1768,144598.6014
1769,166500.4029
1770,151937.9336
1771,129460.2085
1772,141032.2337
1773,128321.0929
1774,146273.1584
1775,141587.7536
1776,117402.9888
1777,105197.6509
1778,146925.2969
1779,180758.9092
1780,161731.1369
1781,130182.3378
1782,81272.3838
1783,132893.1127
1784,87071.11851
1785,138058.5115
1786,140167.0144
1787,151247.3103
1788,44013.38608
1789,100555.3458
1790,53466.57212
1791,202716.5102
1792,163727.8001
1793,127543.2822
1794,163990.108
1795,140445.2833
1796,133041.9866
1797,127294.1392
1798,114934.7805
1799,105083.3355
1800,113968.9144
1801,120692.3112
1802,124663.6012
1803,157545.853
1804,131961.6159
1805,141681.8451
1806,134199.1851
1807,146025.8002
1808,111719.5331
1809,119573.9002
1810,137469.74
1811,103054.7977
1812,105317.0229
1813,132654.6744
1814,86844.07178
1815,180758.9092
1816,102012.936
1817,112680.6407
1818,182901.1617
1819,135604.2291
1820,21993.36091
1821,113745.6908
1822,133263.7136
1823,14333.72675
1824,144060.5678
1825,147163.6867
1826,102186.5164
1827,111744.8682
1828,150638.6788
1829,135195.9053
1830,152550.4973
1831,154361.1352
1832,25234.23994
1833,155891.2322
1834,108123.3051
1835,111261.8191
1836,147596.5638
1837,88752.0774
1838,115182.7318
1839,101724.8688
1840,152921.9948
1841,139829.9076
1842,74883.80273
1843,144257.7615
1844,146398.1945
1845,153405.9236
1846,145851.3854
1847,163109.6933
1848,180758.9092
1849,180758.9092
1850,120182.4331
1851,150245.9641
1852,119153.4873
1853,118067.2595
1854,163946.6654
1855,150531.2259
1856,213164.1971
1857,180758.9092
1858,180758.9092
1859,180758.9092
1860,141138.7142
1861,180758.9092
1862,283220.131
1863,275206.4972
1864,275224.1155
1865,363984.0638
1866,359766.3407
1867,218692.2105
1868,298526.0684
1869,212950.6455
1870,214804.3869
1871,262305.992
1872,175967.1584
1873,237937.8762
1874,144018.5786
1875,192709.8408
1876,193737.293
1877,208521.2444
1878,199101.2862
1879,139581.6066
1880,141877.7123
1881,246711.956
1882,242558.2677
1883,180758.9092
1884,205996.1613
1885,232131.803
1886,296812.4759
1887,214665.9785
1888,251611.7053
1889,166475.0565
1890,116012.2076
1891,127297.537
1892,101941.386
1893,135710.3323
1894,112808.5944
1895,144375.5565
1896,127940.9475
1897,115929.2026
1898,103496.8167
1899,161654.3679
1900,148350.2639
1901,186647.8123
1902,175625.8718
1903,226802.2582
1904,162085.5626
1905,211700.8026
1906,162025.7487
1907,235325.3035
1908,104016.174
1909,136353.6118
1910,117269.7274
1911,232420.2605
1912,311604.413
1913,153473.6867
1914,42922.30336
1915,340951.2346
1916,180758.9092
1917,229593.8779
1918,138520.3276
1919,166056.0197
1920,173559.6925
1921,395722.197
1922,344401.6834
1923,227564.7806
1924,207801.8437
1925,208193.9758
1926,389601.429
1927,131264.6543
1928,154643.2982
1929,124891.6559
1930,124342.1362
1931,138734.5765
1932,128064.298
1933,194514.7042
1934,185813.1044
1935,165064.047
1936,206150.1753
1937,178389.662
1938,175915.3245
1939,276854.745
1940,210714.3713
1941,176237.7984
1942,170798.584
1943,240057.2645
1944,387315.9422
1945,424224.3254
1946,130158.9227
1947,137363.9946
1948,180609.4771
1949,241750.2474
1950,183113.3024
1951,257062.8273
1952,209305.2005
1953,165026.5427
1954,177682.0529
1955,123732.6785
1956,289402.3335
1957,157914.5885
1958,248432.1247
1959,129691.2403
1960,103105.846
1961,109990.1611
1962,97647.85617
1963,106968.5101
1964,111380.4711
1965,139176.2086
1966,138718.0419
1967,294210.8073
1968,420402.3633
1969,403534.272
1970,414706.3216
1971,450721.0131
1972,376450.2724
1973,295719.9486
1974,346512.2668
1975,485786.4745
1976,275531.7176
1977,365905.9991
1978,351659.1557
1979,314919.6351
1980,202893.7371
1981,351398.8011
1982,214382.6895
1983,200095.1757
1984,187167.5733
1985,224957.2041
1986,208300.3946
1987,203746.3663
1988,172693.4055
1989,192200.8972
1990,209714.1876
1991,221620.0554
1992,227897.6275
1993,180758.9092
1994,241960.9559
1995,181763.5333
1996,285749.207
1997,323231.0132
1998,325347.6825
1999,315890.4782
2000,328448.4248
2001,280764.5762
2002,259432.352
2003,247763.0293
2004,264367.2548
2005,180758.9092
2006,213288.5322
2007,248051.2576
2008,217753.613
2009,195955.8365
2010,191463.1912
2011,119707.9869
2012,175729.9192
2013,176741.5326
2014,187543.8645
2015,209933.2843
2016,195231.2018
2017,199668.773
2018,93650.90454
2019,133465.0298
2020,86210.76205
2021,103825.9361
2022,203306.1016
2023,150626.3062
2024,294149.8834
2025,362004.6185
2026,178735.5935
2027,151911.3224
2028,167714.4895
2029,167428.8473
2030,265964.2151
2031,242984.5875
2032,273453.6468
2033,261694.9356
2034,174768.2272
2035,234882.9657
2036,190042.028
2037,194988.8874
2038,319241.0293
2039,214949.2992
2040,321190.6847
2041,180758.9092
2042,180758.9092
2043,171270.3981
2044,178955.1752
2045,212749.3513
2046,131858.5284
2047,140469.5143
2048,130645.7666
2049,135507.7417
2050,165453.4313
2051,180758.9092
2052,118843.5367
2053,139960.1072
2054,86073.72967
2055,170316.0915
2056,138612.0604
2057,101323.3329
2058,213301.3737
2059,127077.4336
2060,181158.9774
2061,172179.6412
2062,127864.6917
2063,105546.1679
2064,135865.5871
2065,120686.3163
2066,171942.9643
2067,180758.9092
2068,140902.3015
2069,180758.9092
2070,110700.0198
2071,86654.10116
2072,136677.9418
2073,128726.6241
2074,166103.4412
2075,161690.123
2076,129913.6932
2077,143939.4199
2078,121004.7929
2079,128130.0002
2080,117948.2555
2081,123902.6802
2082,124669.0602
2083,148681.8698
2084,106147.3567
2085,114097.9284
2086,114001.7516
2087,115462.7326
2088,94785.60365
2089,72155.5976
2090,118189.5208
2091,96668.1397
2092,125731.4433
2093,169728.3304
2094,113635.4041
2095,147078.1799
2096,73318.38432
2097,92075.19951
2098,153960.3582
2099,43052.84397
2100,49712.6668
2101,104165.9963
2102,129680.8581
2103,80892.71571
2104,157117.4329
2105,127838.1126
2106,32032.70337
2107,205355.0191
2108,117571.9523
2109,111653.2792
2110,140052.0373
2111,158371.3406
2112,157735.189
2113,126484.1264
2114,117938.4968
2115,177724.4029
2116,121596.6923
2117,166234.2402
2118,130190.7552
2119,117532.5499
2120,111560.7832
2121,180758.9092
2122,117855.4547
2123,180758.9092
2124,184349.4896
2125,136655.6898
2126,147914.4083
2127,173484.8778
2128,140472.3724
2129,96768.91725
2130,150428.4165
2131,140592.213
2132,119270.7562
2133,126286.8648
2134,127516.4388
2135,94891.5755
2136,58216.42466
2137,113527.8303
2138,135268.2075
2139,145905.8102
2140,142098.5265
2141,159855.4189
2142,128928.9392
2143,151171.7109
2144,109929.826
2145,135594.808
2146,193125.8342
2147,139205.0568
2148,128960.5312
2149,152037.7498
2150,232963.3305
2151,111702.9841
2152,191389.251
2153,176660.326
2154,102641.0874
2155,138995.0458
2156,282158.9959
2157,227220.0686
2158,238969.3528
2159,227488.7438
2160,170328.6176
2161,234053.0884
2162,387063.3325
2163,352730.8309
2164,237064.9883
2165,196749.6116
2166,143966.8714
2167,225046.8612
2168,194417.7272
2169,195189.0926
2170,213949.1272
2171,152517.2037
2172,149870.2187
2173,168072.3282
2174,229322.3644
2175,260652.4382
2176,310416.2282
2177,251622.4524
2178,211938.0653
2179,125979.1323
2180,236457.0195
2181,194827.7404
2182,219933.7502
2183,194620.7423
2184,127326.3548
2185,125366.5854
2186,180758.9092
2187,159862.6185
2188,162424.6132
2189,180758.9092
2190,180758.9092
2191,180758.9092
2192,87682.68803
2193,125769.9245
2194,180758.9092
2195,105113.9064
2196,119909.2653
2197,109126.8758
2198,168982.5941
2199,166352.9873
2200,149613.1256
2201,140925.4527
2202,207416.4386
2203,154085.8125
2204,191242.2631
2205,132251.3502
2206,152124.53
2207,215290.8504
2208,252120.0691
2209,251534.0078
2210,118345.7855
2211,125516.6068
2212,124594.7912
2213,106017.7861
2214,152257.2932
2215,104207.9886
2216,175545.7594
2217,180758.9092
2218,180758.9092
2219,180758.9092
2220,30279.44988
2221,342094.3143
2222,310171.9205
2223,277214.652
2224,199120.0677
2225,180758.9092
2226,191579.6249
2227,187957.7808
2228,282020.1905
2229,231701.857
2230,149278.6708
2231,199164.5426
2232,171582.1268
2233,182261.584
2234,240214.2272
2235,235859.5143
2236,250937.0849
2237,306472.7961
2238,185120.9828
2239,112782.2198
2240,149469.371
2241,138828.1472
2242,125146.0196
2243,126852.1221
2244,106728.1303
2245,119037.1825
2246,142902.1022
2247,113218.9792
2248,120671.3348
2249,118015.0456
2250,128971.9907
2251,180758.9092
2252,195770.3213
2253,164505.2803
2254,184517.8015
2255,195355.7357
2256,180473.1016
2257,216486.345
2258,155122.9834
2259,179650.8631
2260,159471.4586
2261,216663.8423
2262,249914.7927
2263,390027.4525
2264,443472.9622
2265,176237.781
2266,332784.9622
2267,401226.7581
2268,457271.6288
2269,148874.9359
2270,174689.7596
2271,218199.2819
2272,192180.855
2273,149785.4781
2274,167953.8861
2275,173297.764
2276,200972.67
2277,191754.2854
2278,145153.5587
2279,130135.7862
2280,111103.9798
2281,147425.0235
2282,158099.5995
2283,109915.3443
2284,124436.2713
2285,147233.6846
2286,121791.6693
2287,382884.8431
2288,288717.3405
2289,343119.4651
2290,438957.0736
2291,345172.9349
2292,422362.006
2293,466056.1923
2294,399516.1244
2295,456237.9769
2296,271244.3926
2297,379241.1654
2298,379840.4001
2299,363423.0208
2300,332325.5668
2301,321190.9196
2302,260540.4594
2303,245848.9447
2304,244649.433
2305,205940.6802
2306,208865.6478
2307,213859.9121
2308,214495.4968
2309,313942.5995
2310,198429.1018
2311,218671.7863
2312,180758.9092
2313,171437.3585
2314,171282.677
2315,171683.4845
2316,186850.8728
2317,192882.9116
2318,176277.1234
2319,173161.3662
2320,174216.4572
2321,238988.241
2322,194032.3624
2323,192468.5077
2324,179942.7732
2325,206191.3668
2326,180758.9092
2327,201477.9351
2328,220545.2684
2329,187933.286
2330,175403.0097
2331,338221.2874
2332,401745.6607
2333,322411.0315
2334,276150.1462
2335,298977.6416
2336,326652.8795
2337,196461.9216
2338,239888.042
2339,221776.1959
2340,400996.9978
2341,180758.9092
2342,233296.2828
2343,226809.8456
2344,225926.4714
2345,227276.8307
2346,211234.6024
2347,202899.4264
2348,243517.0068
2349,180758.9092
2350,180758.9092
2351,288403.807
2352,252088.0898
2353,263709.5392
2354,140997.2272
2355,149782.0785
2356,137113.3227
2357,194147.9158
2358,200885.9575
2359,120454.5719
2360,116896.8117
2361,151980.0938
2362,267890.5809
2363,146583.157
2364,158957.4066
2365,212202.0278
2366,176177.8729
2367,205196.4332
2368,220402.2554
2369,180758.9092
2370,162541.6324
2371,160819.1727
2372,199758.884
2373,292694.8436
2374,328107.901
2375,219803.3805
2376,297985.8855
2377,346608.2144
2378,124639.3891
2379,224464.7584
2380,140421.6219
2381,153654.7212
2382,191410.0551
2383,189616.4248
2384,227461.4578
2385,156876.4356
2386,126017.2617
2387,128542.1185
2388,180758.9092
2389,113041.8414
2390,143850.703
2391,145411.9917
2392,110413.0607
2393,162589.4879
2394,143515.5912
2395,207569.6155
2396,146233.0591
2397,212448.001
2398,115992.8059
2399,73182.02554
2400,53130.50516
2401,132319.0097
2402,129888.1166
2403,134966.5784
2404,141831.7426
2405,151667.0633
2406,138891.3363
2407,116939.6543
2408,139909.9889
2409,110555.5842
2410,181652.2524
2411,113413.2433
2412,164995.0426
2413,125665.6784
2414,169540.0456
2415,129183.8821
2416,127860.6514
2417,133459.993
2418,123872.4371
2419,121771.6936
2420,121123.7279
2421,141246.0292
2422,108378.5458
2423,111269.8588
2424,139364.255
2425,226810.8386
2426,141001.7111
2427,129787.2747
2428,177563.9831
2429,108034.1601
2430,133868.0057
2431,101056.3121
2432,132538.5715
2433,139426.9773
2434,138183.7416
2435,162109.2037
2436,180758.9092
2437,103248.9001
2438,117234.3112
2439,97059.23068
2440,125139.8663
2441,98885.19696
2442,95621.93459
2443,133757.8386
2444,115668.8546
2445,82358.59121
2446,125242.2974
2447,188472.3769
2448,142776.0559
2449,103290.0722
2450,151947.6005
2451,119356.922
2452,198089.7366
2453,180758.9092
2454,180758.9092
2455,117277.2344
2456,157038.5184
2457,137018.2349
2458,134769.3583
2459,121727.5175
2460,143115.0083
2461,132329.6156
2462,137910.7786
2463,129821.9615
2464,193829.8716
2465,143189.5589
2466,120070.2482
2467,128753.1136
2468,73021.34426
2469,75656.61009
2470,223657.4862
2471,217109.2253
2472,194497.7394
2473,134307.189
2474,180758.9092
2475,210993.9846
2476,119899.238
2477,124241.4722
2478,156824.9139
2479,102859.7844
2480,163877.6719
2481,130799.4894
2482,112501.1295
2483,108882.6743
2484,124209.6762
2485,123042.7574
2486,142798.9431
2487,181417.7507
2488,157293.8128
2489,154514.0458
2490,145796.2966
2491,180758.9092
2492,176319.7253
2493,142804.8898
2494,153805.1861
2495,81208.21796
2496,216181.3402
2497,161898.3776
2498,119756.4605
2499,180758.9092
2500,117674.555
2501,144841.6006
2502,154236.9768
2503,99173.49687
2504,178767.1634
2505,212016.8274
2506,239296.8315
2507,267376.3907
2508,239800.1458
2509,208035.045
2510,206679.2931
2511,181689.7127
2512,223004.238
2513,219157.8788
2514,287829.3414
2515,159741.1197
2516,164686.6409
2517,142187.5824
2518,136125.9399
2519,245379.3764
2520,218091.2563
2521,191136.7218
2522,215610.4702
2523,126579.4715
2524,135249.9597
2525,180758.9092
2526,156916.0542
2527,128577.5905
2528,129018.1993
2529,151069.3127
2530,126685.0459
2531,259975.8536
2532,225671.3396
2533,192341.3174
2534,243346.2945
2535,276319.3701
2536,220082.9431
2537,241841.9336
2538,178032.1094
2539,189443.2728
2540,176341.9182
2541,180487.6492
2542,166186.3936
2543,127226.2972
2544,129003.3221
2545,129321.8879
2546,137225.2292
2547,147093.7277
2548,180758.9092
2549,149722.7012
2550,705638.3381
2551,133867.0849
2552,132794.1524
2553,180758.9092
2554,88369.67864
2555,95035.7599
2556,96840.71748
2557,109551.4006
2558,173493.6533
2559,158557.395
2560,166423.119
2561,149221.0161
2562,149666.1198
2563,163585.8508
2564,181643.6434
2565,180758.9092
2566,166094.5685
2567,143215.9726
2568,226616.1353
2569,232456.0767
2570,109463.2943
2571,203465.3198
2572,164428.505
2573,235944.3451
2574,283898.4485
2575,146007.0538
2576,144422.9136
2577,180758.9092
2578,85741.33073
2579,180758.9092
2580,94636.80586
2581,119320.9848
2582,115762.9572
2583,276288.0789
2584,174422.9181
2585,174869.9958
2586,217776.6618
2587,204820.8177
2588,143006.752
2589,149347.924
2590,195368.274
2591,219223.1154
2592,205857.9772
2593,180758.9092
2594,182865.5581
2595,205274.4321
2596,276742.952
2597,201250.0312
2598,274533.5315
2599,380710.5031
2600,180758.9092
2601,123706.1727
2602,68000.48086
2603,92303.49829
2604,80505.65208
2605,61750.09774
2606,139053.0369
2607,185122.9005
2608,189146.7596
2609,153337.1692
2610,113468.3742
2611,180758.9092
2612,151588.615
2613,122874.7113
2614,118664.3874
2615,154548.2464
2616,144142.9186
2617,211632.2639
2618,253166.6571
2619,214518.7434
2620,176467.125
2621,177298.6173
2622,184250.9683
2623,238355.8148
2624,264413.4416
2625,301201.683
2626,167421.8589
2627,187877.9767
2628,460972.7204
2629,505161.4211
2630,374004.0498
2631,458642.4795
2632,409321.0053
2633,324262.0479
2634,428572.0662
2635,139125.8744
2636,171045.5237
2637,204244.2671
2638,276707.0569
2639,193533.3065
2640,146590.5551
2641,96863.41658
2642,160816.1851
2643,107795.7155
2644,119827.536
2645,106996.1921
2646,93797.48211
2647,103222.6013
2648,143337.4271
2649,154442.3731
2650,135484.9972
2651,133338.2908
2652,387776.5336
2653,260822.4464
2654,271095.5756
2655,415667.4903
2656,315625.841
2657,364336.7838
2658,180758.9092
2659,330078.2422
2660,352173.3726
2661,365587.9818
2662,397203.9862
2663,269043.7695
2664,303045.5357
2665,323660.9229
2666,287162.1932
2667,169140.3285
2668,177097.7894
2669,180109.932
2670,259905.3079
2671,177286.6261
2672,185076.2389
2673,202216.7683
2674,199253.8279
2675,174846.9298
2676,192507.9581
2677,209365.8433
2678,228210.6059
2679,275248.7162
2680,292556.6181
2681,418484.2179
2682,323002.8316
2683,477218.6766
2684,329068.3919
2685,327348.3299
2686,241417.5906
2687,180758.9092
2688,204936.9862
2689,209215.0774
2690,391598.1921
2691,208170.2924
2692,147871.3506
2693,196023.2551
2694,122557.0457
2695,191281.3972
2696,179345.7008
2697,193561.7185
2698,197405.3156
2699,172778.4783
2700,147724.3751
2701,130537.7764
2702,85190.08825
2703,180758.9092
2704,138667.8231
2705,117137.4925
2706,88936.86385
2707,100603.6617
2708,144262.4072
2709,118578.7793
2710,134439.4074
2711,286608.0304
2712,407382.0261
2713,172386.6762
2714,143862.2135
2715,173369.7417
2716,135515.5947
2717,202830.181
2718,226677.4564
2719,143067.2029
2720,167349.5901
2721,127345.6127
2722,151642.0093
2723,150607.1956
2724,127815.2904
2725,127488.1082
2726,149422.2143
2727,169546.0767
2728,170315.1769
2729,140220.7307
2730,145288.7085
2731,121168.0807
2732,121464.2609
2733,155485.2225
2734,148051.0485
2735,139607.095
2736,127696.5323
2737,117481.8045
2738,129417.5052
2739,155127.6439
2740,135827.284
2741,145139.4717
2742,153135.8623
2743,150525.4971
2744,156345.0138
2745,146465.1072
2746,125296.388
2747,145310.4501
2748,105108.292
2749,124408.7468
2750,119883.0352
2751,118481.331
2752,179811.1745
2753,140686.8323
2754,233380.7629
2755,129091.3102
2756,87031.16941
2757,51369.73958
2758,71112.97307
2759,157996.2031
2760,133228.0899
2761,140721.4735
2762,131126.5369
2763,179026.5139
2764,180758.9092
2765,282060.0821
2766,133348.3742
2767,180758.9092
2768,110051.464
2769,125369.248
2770,142132.5905
2771,102021.3816
2772,106443.9402
2773,164287.899
2774,154152.3262
2775,126922.5411
2776,135151.2792
2777,125176.9684
2778,112615.337
2779,129138.8099
2780,102587.8313
2781,89367.13628
2782,88589.20631
2783,84450.42858
2784,125183.6981
2785,125799.6534
2786,53546.15041
2787,128093.1338
2788,59573.73297
2789,165128.6775
2790,83346.99864
2791,109940.9324
2792,48831.76509
2793,173126.8154
2794,100786.866
2795,130437.8654
2796,94974.93731
2797,227145.72
2798,110896.4493
2799,111952.803
2800,70602.88095
2801,120977.1031
2802,128466.0743
2803,161799.5785
2804,180758.9092
2805,180758.9092
2806,80241.08322
2807,163726.7806
2808,156165.3922
2809,140508.7494
2810,139744.1923
2811,164273.4059
2812,175014.4061
2813,154536.4058
2814,158605.8044
2815,85497.32737
2816,216238.2319
2817,130108.3341
2818,123155.7184
2819,154035.1284
2820,138654.2699
2821,89375.94107
2822,179842.0818
2823,323057.3935
2824,190524.9796
2825,180758.9092
2826,137211.227
2827,142243.8994
2828,259086.13
2829,201311.0595
2830,213510.9126
2831,193904.4638
2832,247825.3914
2833,306043.2391
2834,228750.2584
2835,227799.2522
2836,197101.3766
2837,167581.4388
2838,145928.7682
2839,162884.9907
2840,208101.7295
2841,203121.2968
2842,223200.6176
2843,155690.0654
2844,176774.9888
2845,122275.245
2846,201560.6115
2847,207377.5667
2848,212578.2583
2849,204491.3792
2850,266361.4853
2851,209760.105
2852,227332.2437
2853,229963.7061
2854,131812.8504
2855,205556.9273
2856,196768.1961
2857,193024.1821
2858,196857.3895
2859,83609.29133
2860,144396.4851
2861,148397.2501
2862,190620.5107
2863,180758.9092
2864,261696.9392
2865,127334.3591
2866,136864.2512
2867,93622.97936
2868,89936.44086
2869,98890.35702
2870,126097.7826
2871,78254.76556
2872,17911.89486
2873,67742.18188
2874,157496.5314
2875,133872.1538
2876,156513.6555
2877,152149.5203
2878,172631.0215
2879,145020.9366
2880,109560.1906
2881,144015.2949
2882,200799.9469
2883,201411.5265
2884,194434.7923
2885,185284.1264
2886,251333.6079
2887,112029.698
2888,138839.4355
2889,32131.51099
2890,74146.96161
2891,155965.4068
2892,180758.9092
2893,74801.06293
2894,24806.23737
2895,332416.8033
2896,295113.3226
2897,223051.4577
2898,151839.0929
2899,213391.3478
2900,156070.8455
2901,213952.756
2902,199659.065
2903,294988.9504
2904,333815.5049
2905,180758.9092
2906,186173.8711
2907,106929.7653
2908,116228.2298
2909,145674.6702
2910,67752.19147
2911,74500.6072
2912,146987.397
2913,76829.67299
2914,63418.61037
2915,75872.59565
2916,82604.19961
2917,165258.4802
2918,111585.9763
2919,221070.2554
